date,age_label,incid
2020-07-21,moins de 10 ans,3.8257391598571586
2020-07-22,90 ans et plus,8.547190183951678
2020-07-22,de 10 à 19 ans,7.737072761582241
2020-07-22,de 20 à 29 ans,15.688556736152115
2020-07-22,de 30 à 49 ans,11.534641343134146
2020-07-22,de 50 à 59 ans,8.029411056673581
2020-07-22,de 60 à 89 ans,6.066685443372237
2020-07-22,moins de 10 ans,3.774214053327096
2020-07-23,90 ans et plus,8.985507629282532
2020-07-23,de 10 à 19 ans,8.144918457541614
2020-07-23,de 20 à 29 ans,16.825408673554442
2020-07-23,de 30 à 49 ans,11.587932807245137
2020-07-23,de 50 à 59 ans,8.07490347059241
2020-07-23,de 60 à 89 ans,6.279137462789943
2020-07-23,moins de 10 ans,3.774214053327096
2020-07-24,90 ans et plus,8.766348906617106
2020-07-24,de 10 à 19 ans,8.576755076792718
2020-07-24,de 20 à 29 ans,18.457125571943664
2020-07-24,de 30 à 49 ans,12.014264520133052
2020-07-24,de 50 à 59 ans,8.677677955016915
2020-07-24,de 60 à 89 ans,6.361757692563494
2020-07-24,moins de 10 ans,4.057602139242441
2020-07-25,90 ans et plus,8.32803146128625
2020-07-25,de 10 à 19 ans,8.648727846667901
2020-07-25,de 20 à 29 ans,19.32648293583956
2020-07-25,de 30 à 49 ans,12.381383495119866
2020-07-25,de 50 à 59 ans,8.905140024611066
2020-07-25,de 60 à 89 ans,6.521096707126773
2020-07-25,moins de 10 ans,4.14777107567005
2020-07-26,90 ans et plus,9.095086990615247
2020-07-26,de 10 à 19 ans,8.696709693251357
2020-07-26,de 20 à 29 ans,19.807973168151133
2020-07-26,de 30 à 49 ans,12.422832411650635
2020-07-26,de 50 à 59 ans,8.905140024611066
2020-07-26,de 60 à 89 ans,6.556505377029724
2020-07-26,moins de 10 ans,4.302346395260239
2020-07-27,90 ans et plus,8.766348906617106
2020-07-27,de 10 à 19 ans,9.34446462212801
2020-07-27,de 20 à 29 ans,21.867681384150647
2020-07-27,de 30 à 49 ans,13.174834182994596
2020-07-27,de 50 à 59 ans,9.200840715083466
2020-07-27,de 60 à 89 ans,6.715844391593002
2020-07-27,moins de 10 ans,4.41827788495288
2020-07-28,90 ans et plus,9.204666351947962
2020-07-28,de 10 à 19 ans,9.440428315294922
2020-07-28,de 20 à 29 ans,23.90064014279951
2020-07-28,de 30 à 49 ans,13.577480800722071
2020-07-28,de 50 à 59 ans,9.382810370758786
2020-07-28,de 60 à 89 ans,6.733548726544478
2020-07-28,moins de 10 ans,4.547090651278038
2020-07-29,90 ans et plus,8.547190183951678
2020-07-29,de 10 à 19 ans,9.944237704421205
2020-07-29,de 20 à 29 ans,25.746352699993878
2020-07-29,de 30 à 49 ans,13.8320955736968
2020-07-29,de 50 à 59 ans,9.974211751703583
2020-07-29,de 60 à 89 ans,6.975507970881309
2020-07-29,moins de 10 ans,4.405396608320364
2020-07-30,90 ans et plus,9.423825074613388
2020-07-30,de 10 à 19 ans,10.74793363469409
2020-07-30,de 20 à 29 ans,27.76593672996743
2020-07-30,de 30 à 49 ans,14.477514416818781
2020-07-30,de 50 à 59 ans,10.497374511770134
2020-07-30,de 60 à 89 ans,7.075832535606335
2020-07-30,moins de 10 ans,4.431159161585396
2020-07-31,90 ans et plus,9.75256315861153
2020-07-31,de 10 à 19 ans,11.431674948508336
2020-07-31,de 20 à 29 ans,30.30713517827851
2020-07-31,de 30 à 49 ans,15.040035426879225
2020-07-31,de 50 à 59 ans,10.679344167445455
2020-07-31,de 60 à 89 ans,6.946000745962183
2020-07-31,moins de 10 ans,4.7274285241332565
2020-08-01,90 ans et plus,10.190880603942384
2020-08-01,de 10 à 19 ans,11.779543336238389
2020-08-01,de 20 à 29 ans,30.975871612044585
2020-08-01,de 30 à 49 ans,15.253201283323182
2020-08-01,de 50 à 59 ans,10.952298650958438
2020-08-01,de 60 à 89 ans,7.040423865703384
2020-08-01,moins de 10 ans,4.817597460560867
2020-08-02,90 ans et plus,9.642983797278816
2020-08-02,de 10 à 19 ans,11.707570566363206
2020-08-02,de 20 à 29 ans,30.989246340719905
2020-08-02,de 30 à 49 ans,15.205831093002304
2020-08-02,de 50 à 59 ans,10.99779106487727
2020-08-02,de 60 à 89 ans,7.069931090622511
2020-08-02,moins de 10 ans,4.714547247500741
2020-08-03,90 ans et plus,10.410039326607814
2020-08-03,de 10 à 19 ans,12.823148499428552
2020-08-03,de 20 à 29 ans,34.065433936043846
2020-08-03,de 30 à 49 ans,16.34863693449352
2020-08-03,de 50 à 59 ans,11.179760720552592
2020-08-03,de 60 à 89 ans,7.223368660201963
2020-08-03,moins de 10 ans,5.036579163313633
2020-08-04,90 ans et plus,11.17709485593681
2020-08-04,de 10 à 19 ans,13.542876198180387
2020-08-04,de 20 à 29 ans,36.70025548508218
2020-08-04,de 30 à 49 ans,17.663159715897926
2020-08-04,de 50 à 59 ans,11.919012446733587
2020-08-04,de 60 à 89 ans,7.630568364085898
2020-08-04,moins de 10 ans,5.410136185656588
